scenario,scenario_label,horizon,design,metric,dose,is_kstar,mean,se,lo,hi
Optimal dose at MTD-3,"Optimal dose at MTD-3 (k*=1, MTD=4)",300,SEEDA Plateau (fixed),Recommended,1,True,94.53766666666624,0.3404234328005352,93.90997499999952,95.16320833333278
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,3 + 3,Recommended,3,True,27.037333333333386,1.4060362719569224,24.28396666666668,29.8963416666667
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,CRM,Recommended,3,True,5.082666666666668,0.4189010456533742,4.293966666666676,5.926483333333334
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,UCB,Recommended,3,True,22.639999999999937,0.7929999646237172,21.100916666666652,24.20487499999996
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,SEEDA,Recommended,3,True,54.951333333333366,1.0052545204924608,52.9753,56.934333333333335
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,SEEDA Plateau,Recommended,3,True,87.74466666666657,0.39349633035603515,86.9716666666666,88.51969999999992
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,SEEDA Plateau (ours),Recommended,3,True,72.89799999999997,0.6112603394360326,71.61325833333326,74.0404083333334
Step-function toxicity (misspecified),"Step-function toxicity (misspecified) (k*=3, MTD=6, nominal grid 4)",300,SEEDA Plateau (fixed),Recommended,3,True,56.48466666666675,0.9102117086958249,54.68316666666674,58.25617500000001
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,3,True,29.616333333333294,1.3793356551301814,26.964616666666636,32.28232499999998
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,3,True,1.163666666666667,0.04230864367552978,1.0796583333333358,1.2480499999999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,3,True,47.75000000000003,1.1081642202878783,45.60176666666665,49.93589166666671
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,3,True,48.189666666666604,1.066679099244361,46.01970000000002,50.27781666666663
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,3,True,94.47433333333306,0.309253388418553,93.85254166666644,95.01527499999959
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,3,True,77.54366666666668,0.730160435559958,76.18784166666674,79.09775000000003
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (fixed),Recommended,3,True,52.152000000000086,1.0250231052749836,50.3151000000001,54.21558333333337
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,3 + 3,Recommended,4,True,30.75699999999989,1.4764525659403325,27.902549999999867,33.51173333333321
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,CRM,Recommended,4,True,0.24000000000000019,0.017141561247765617,0.20766666666666678,0.27535833333333354
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,UCB,Recommended,4,True,50.550000000000125,1.1520121582997909,48.233650000000004,52.693358333333386
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,SEEDA,Recommended,4,True,48.65299999999995,1.0753566199956643,46.50062500000003,50.60867499999997
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,SEEDA Plateau,Recommended,4,True,95.14699999999971,0.2704745199939565,94.59458333333296,95.65069999999953
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,SEEDA Plateau (ours),Recommended,4,True,78.55833333333338,0.6916511882470396,77.17340833333334,79.91146666666673
"Higher MTD (dose 5), k* at MTD-1","Higher MTD (dose 5), k* at MTD-1 (k*=4, MTD=5)",300,SEEDA Plateau (fixed),Recommended,4,True,51.49799999999998,1.04845324037133,49.42028333333339,53.529883333333466
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,3 + 3,Recommended,4,True,81.32633333333337,1.1514343197636159,78.7790916666666,83.47390833333326
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,CRM,Recommended,4,True,22.271999999999988,0.15556693222769458,21.968108333333333,22.579333333333306
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,UCB,Recommended,4,True,94.35066666666651,0.17326300367006703,93.99836666666648,94.67933333333328
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,SEEDA,Recommended,4,True,44.109666666666584,0.9948953609416521,42.11802499999995,45.940366666666684
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,SEEDA Plateau,Recommended,4,True,49.93566666666666,0.5713764248270862,48.752308333333346,50.99545000000001
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,SEEDA Plateau (ours),Recommended,4,True,54.835333333333345,0.7790448941565837,53.27094166666669,56.278074999999966
"Step-function, unsafe tail (misspecified)","Step-function, unsafe tail (misspecified) (k*=4, MTD=4, nominal grid 5)",300,SEEDA Plateau (fixed),Recommended,4,True,45.13399999999997,0.7851863108460102,43.68147500000006,46.60400833333339
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,3 + 3,Recommended,4,True,5.2680000000000025,0.6858028431733055,3.9879833333333368,6.651724999999988
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,CRM,Recommended,4,True,23.610000000000024,1.1589477470991383,21.38151666666667,25.96108333333329
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,UCB,Recommended,4,True,55.29533333333327,0.9591995909024997,53.35325833333337,57.169766666666696
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,SEEDA,Recommended,4,True,66.36266666666664,0.9569907388640201,64.53229166666658,68.30969166666654
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,SEEDA Plateau,Recommended,4,True,48.915000000000035,1.1157487819506315,46.701541666666664,51.14103333333337
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,SEEDA Plateau (ours),Recommended,4,True,2.7053333333333325,0.44340364987051734,1.896841666666667,3.619675000000001
Borderline logistic toxicity (misspecified),"Borderline logistic toxicity (misspecified) (k*=4, MTD=5)",300,SEEDA Plateau (fixed),Recommended,4,True,43.61500000000002,1.107831358079457,41.33024999999996,45.689333333333366
