scenario,scenario_label,horizon,design,metric,dose,is_kstar,mean,se,lo,hi
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,3 + 3,Allocated,3,False,27.137,1.3459456459905657,24.47985,29.780425
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,3 + 3,Allocated,4,False,38.368,1.5359064443219554,35.452675000000006,41.488275
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,3 + 3,Allocated,5,False,9.855,0.8975699055195056,8.1639,11.638
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,3 + 3,Allocated,6,False,0.118,0.011981757864417108,0.095,0.142
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,1,False,0.002,0.0014525887284479381,0.0,0.006
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,2,True,0.102,0.013011381442684954,0.077975,0.128
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,3,False,1.871,0.05172960915629909,1.770975,1.978025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,4,False,25.128,0.8952580213686028,23.437675,26.871125
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,5,False,72.779,0.9122646293883332,70.993975,74.48707499999999
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Recommended,6,False,0.118,0.02134191078971508,0.076,0.162
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,1,False,0.002,0.0014592646961581212,0.0,0.005
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,2,True,0.102,0.013304482148706328,0.078,0.13002499999999997
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,3,False,1.871,0.04961498787687068,1.777,1.97
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,4,False,25.128,0.8691191496868274,23.454974999999997,26.856350000000003
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,5,False,72.779,0.885200214337674,70.993775,74.4701
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,CRM,Allocated,6,False,0.118,0.02139274233062292,0.081975,0.166
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,1,False,1.02,0.013406866900214994,1.0,1.052
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,2,True,29.152,0.9751917780226217,27.202199999999998,31.033175
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,3,False,29.923,0.9565464592295905,28.069875,31.799325
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,4,False,31.998,0.9867818432714544,29.9966,33.916149999999995
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,5,False,5.893,0.3127051308723186,5.288875,6.498325
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Recommended,6,False,2.014,0.09855788279108003,1.8239750000000001,2.2150499999999997
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,1,False,8.54,0.023561034917133156,8.491,8.588
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,2,True,18.211,0.07328390209525086,18.068949999999997,18.346
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,3,False,18.239,0.06881120528644279,18.107,18.379050000000003
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,4,False,18.294,0.06703982576229023,18.167975,18.426
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,5,False,18.29,0.06841691143109123,18.165,18.426099999999998
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,UCB,Allocated,6,False,18.426,0.06679331333079468,18.300925,18.552
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,1,False,1.535,0.038927119037974016,1.468,1.615025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,2,True,31.196,0.954570774894813,29.291625000000003,32.96405
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,3,False,33.638,1.0333991834830452,31.631825000000003,35.663199999999996
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,4,False,33.631,0.9876463965654143,31.6508,35.550124999999994
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,1,False,3.974,0.030256025947009386,3.915,4.038025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,2,True,30.848,0.30687582800346563,30.243875,31.457175
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,3,False,31.881,0.3086503655467656,31.264975,32.49405
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,4,False,31.297,0.3248356749677162,30.6549,31.936075
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,5,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA,Allocated,6,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,1,False,1.501,0.05111821028187928,1.405,1.608
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,2,True,2.255,0.11004370673687984,2.0389500000000003,2.477175
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,3,False,91.172,0.32343069203238634,90.4949,91.777175
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,4,False,5.072,0.30372757082833507,4.505,5.707125
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,1,False,2.452,0.047103837662365915,2.357,2.54005
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,2,True,16.976,0.4983411456999084,15.963975,17.9592
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,3,False,19.209,0.47717221973443374,18.273775,20.109150000000003
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,4,False,59.363,0.8958436859484219,57.629850000000005,61.105225
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,5,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau,Allocated,6,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,1,False,14.462,0.6967717857501243,13.075875,15.87215
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,2,True,65.711,0.9712142704666972,63.8429,67.5292
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,3,False,11.287,0.664256373890574,9.914874999999999,12.510075
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,4,False,8.51,0.5784102664513628,7.478675,9.706025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,5,False,0.03,0.013128266541412912,0.009,0.05902499999999997
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,1,False,3.194,0.04487163745449734,3.108,3.288
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,2,True,31.848,0.5682608027049647,30.740825,32.979124999999996
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,3,False,35.275,0.2881418108747398,34.731775,35.851175
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,4,False,27.544,0.5802700276733376,26.408,28.638075
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,5,False,1.139,0.04047505084296665,1.069,1.225025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (ours),Allocated,6,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,1,False,45.188,1.086069392016585,43.152225,47.37965
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,2,True,46.271,1.1303348852547292,43.9243,48.509025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,3,False,3.558,0.3070737324424802,2.9539,4.1431
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,4,False,4.983,0.2739005082277275,4.477875,5.516
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,1,False,2.981,0.046517970350882315,2.88695,3.074025
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,2,True,30.689,0.5559309972007758,29.6214,31.806225
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,3,False,35.526,0.2708811671521625,34.988875,36.054225
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,4,False,28.804,0.5699309205317591,27.7655,29.9193
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,5,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",100,SEEDA Plateau (fixed),Allocated,6,False,1.0,0.0,1.0,1.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,1,False,3.316000000000013,0.5319583641847593,2.4213166666666726,4.503066666666706
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,2,True,22.39899999999989,1.321914551267621,19.938858333333332,25.066724999999803
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,3,False,25.118999999999996,1.2865785497530118,22.366074999999945,27.388716666666657
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,4,False,40.035333333333355,1.472589200450651,37.09786666666667,43.069575000000114
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,5,False,9.092999999999977,0.9082948830973925,7.332941666666632,10.961666666666673
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Recommended,6,False,0.03766666666666667,0.004200246151644114,0.02999999999999997,0.04634166666666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,1,False,3.316000000000013,0.5216213940961302,2.326991666666668,4.412275000000017
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,2,True,22.39899999999989,1.2466966563778028,19.93421666666666,24.975533333333182
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,3,False,25.118999999999996,1.3197158541610967,22.562649999999927,27.588541666666647
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,4,False,40.035333333333355,1.4965101684301434,37.09800833333329,43.0751666666667
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,5,False,9.092999999999977,0.8930501679508577,7.328283333333308,10.853358333333352
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,3 + 3,Allocated,6,False,0.03766666666666667,0.004150253237486682,0.029666666666666647,0.04600000000000002
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,1,False,0.001666666666666667,0.0007430004820880319,0.0003333333333333334,0.0033333333333333344
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,2,True,0.034666666666666644,0.003987799084901543,0.02699999999999998,0.04266666666666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,3,False,0.6163333333333332,0.01582311929824711,0.586991666666665,0.6470083333333353
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,4,False,14.038333333333338,0.6290305752735417,12.757541666666668,15.289191666666682
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,5,False,85.26566666666669,0.6328720688610243,83.98120000000011,86.54087500000007
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Recommended,6,False,0.04333333333333334,0.009432964016865377,0.02633333333333333,0.06333333333333334
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,1,False,0.001666666666666667,0.0007540625152755005,0.0003333333333333334,0.0033333333333333344
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,2,True,0.034666666666666644,0.003966107048004054,0.02733333333333332,0.043000000000000024
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,3,False,0.6163333333333332,0.015221796502234227,0.5879916666666654,0.6473333333333329
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,4,False,14.038333333333338,0.6158997186196213,12.826633333333332,15.277800000000008
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,5,False,85.26566666666669,0.6188572431479883,84.00047499999998,86.46800833333337
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,CRM,Allocated,6,False,0.04333333333333334,0.009365256378072477,0.027658333333333333,0.06434166666666669
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,1,False,0.336666666666665,0.0023131025338753467,0.3336666666666651,0.3423333333333313
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,2,True,30.135333333333243,0.9721822419684004,28.294891666666583,32.028716666666604
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,3,False,33.14733333333322,1.0494849820143757,31.073566666666604,35.1968083333333
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,4,False,33.426666666666584,1.010381179982142,31.498408333333277,35.401708333333275
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,5,False,2.264333333333328,0.13818744444985837,2.0026583333333194,2.5520500000000026
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Recommended,6,False,0.6896666666666692,0.03283889627489141,0.6266500000000006,0.7520250000000037
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,1,False,6.040333333333336,0.014228307315432938,6.011666666666679,6.066999999999998
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,2,True,18.795,0.06421844235805177,18.67132499999999,18.91876666666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,3,False,18.81533333333334,0.06265116008657427,18.698283333333354,18.937341666666676
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,4,False,18.816666666666674,0.06174774310766322,18.69299166666666,18.938333333333325
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,5,False,18.775333333333315,0.06218386340058734,18.653625,18.89901666666667
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,UCB,Allocated,6,False,18.757333333333314,0.06383872142375512,18.63161666666668,18.886716666666658
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,1,False,0.5329999999999977,0.014383574582604435,0.5053166666666628,0.561691666666664
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,2,True,32.111333333333306,0.9986260490729779,30.060291666666647,34.04929166666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,3,False,34.25633333333335,1.0172807083341773,32.22054999999998,36.24439166666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,4,False,33.09933333333335,0.9986768052041732,31.12045833333332,35.09974166666669
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,1,False,1.9423333333333368,0.013861175116853029,1.9166583333333354,1.9710000000000032
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,2,True,32.400999999999996,0.32028941875277095,31.784966666666623,33.02039166666662
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,3,False,32.68833333333334,0.32577279898949757,32.0146416666667,33.28267499999997
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,4,False,32.30166666666667,0.32221542976583156,31.723016666666624,32.960066666666656
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,5,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA,Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,1,False,0.5029999999999938,0.018007680213113914,0.4666499999999947,0.5393333333333286
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,2,True,0.7246666666666699,0.035277087885872235,0.6609916666666693,0.7933666666666698
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,3,False,95.80166666666618,0.3323241082931487,95.14756666666615,96.41711666666609
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,4,False,2.9706666666666677,0.3318589385015821,2.389091666666667,3.624333333333332
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,1,False,1.0353333333333359,0.02418341381455328,0.9893250000000036,1.0866750000000032
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,2,True,14.99366666666669,0.5533994029178356,13.906458333333356,16.12271666666669
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,3,False,15.941666666666714,0.5475409788024198,14.836333333333378,16.995083333333383
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,4,False,67.36266666666675,1.0408957211898238,65.33989166666674,69.41481666666672
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,5,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau,Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,1,False,7.865333333333357,0.5583411533210995,6.749925000000027,8.986341666666666
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,2,True,72.41866666666671,0.989013712682931,70.5449416666667,74.26136666666652
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,3,False,11.935000000000002,0.6884842035988632,10.641316666666672,13.318708333333342
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,4,False,7.771999999999995,0.5636723160571421,6.672249999999995,8.932433333333327
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,5,False,0.009000000000000001,0.004045005351110523,0.002333333333333334,0.018333333333333337
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,1,False,1.4603333333333341,0.020689127945040117,1.4180000000000008,1.5003416666666676
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,2,True,31.777333333333335,0.6082181857423274,30.57662500000002,32.90956666666666
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,3,False,36.92299999999998,0.2833491229577502,36.372258333333306,37.479625000000006
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,4,False,29.113000000000003,0.6010560820685279,27.99181666666665,30.30538333333333
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,5,False,0.3929999999999964,0.015559962049263276,0.36599166666666316,0.4263333333333288
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (ours),Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,1,False,33.95333333333334,1.1593618553840797,31.615983333333304,36.09844166666665
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,2,True,61.77433333333351,1.209554520807154,59.36355833333347,64.19611666666684
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,3,False,2.0199999999999774,0.2504488129983208,1.5726416666666465,2.548899999999991
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,4,False,2.252333333333333,0.15967161316640577,1.9609833333333333,2.5826833333333337
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,5,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Recommended,6,False,0.0,0.0,0.0,0.0
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,1,False,1.4629999999999999,0.022694432284178164,1.4196500000000023,1.5076833333333353
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,2,True,31.202333333333293,0.5593854566210935,30.11613333333332,32.28597499999998
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,3,False,36.59166666666671,0.23843392991430465,36.115666666666684,37.04281666666669
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,4,False,30.07633333333339,0.5716481851414081,29.001325000000055,31.19606666666668
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,5,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Optimal dose at MTD-2,"Optimal dose at MTD-2 (k*=2, MTD=4)",300,SEEDA Plateau (fixed),Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
