misspecified,design,accuracy,stratified,n_scenarios,mean_patients,sd_across_scenarios,ci_lo,ci_hi,censored_frac,gap
True,SEEDA Plateau,0.2,True,40,244.125,205.54133497818725,182.83875,305.86875,0.5,1.0
True,SEEDA Plateau,0.3,True,40,260.85,207.95704068203793,196.8675,322.97999999999996,0.5,1.0
True,SEEDA Plateau,0.4,True,40,271.95,207.28302836014782,205.318125,336.009375,0.55,1.0
True,SEEDA Plateau,0.5,True,40,286.875,207.17850441662063,222.81937499999998,348.39187499999997,0.6,1.0
True,SEEDA Plateau,0.6,True,40,290.925,206.80256749633676,228.82125,353.476875,0.6,1.0
True,SEEDA Plateau,0.7,True,40,293.775,203.46466807248416,231.6,353.851875,0.6,1.0
True,SEEDA Plateau,0.8,True,40,300.375,196.31825123821466,237.729375,357.84187499999996,0.6,1.0
True,SEEDA Plateau,0.9,True,40,319.275,185.75900951336013,257.69624999999996,377.78625,0.65,1.0
True,SEEDA Plateau (ours),0.0,True,40,21.0,0.0,21.0,21.0,0.0,1.0
True,SEEDA Plateau (ours),0.1,True,40,113.4,166.56973591585276,64.64250000000001,165.61499999999998,0.2,1.0
True,SEEDA Plateau (ours),0.2,True,40,131.175,167.61354934216064,82.27312500000001,184.21874999999997,0.2,1.0
True,SEEDA Plateau (ours),0.3,True,40,156.075,174.64401705271123,106.03875,211.12875,0.25,1.0
True,SEEDA Plateau (ours),0.4,True,40,181.35,182.60417469319972,127.798125,238.22249999999997,0.3,1.0
True,SEEDA Plateau (ours),0.5,True,40,208.95,191.56748158286155,150.28125,267.31125,0.375,1.0
True,SEEDA Plateau (ours),0.6,True,40,232.425,193.1109535593861,174.10125000000002,293.116875,0.425,1.0
True,SEEDA Plateau (ours),0.7,True,40,247.425,185.2316481099773,192.748125,305.02875,0.425,1.0
True,SEEDA Plateau (ours),0.8,True,40,291.975,179.19742550520166,238.27125,343.14187499999997,0.625,1.0
True,SEEDA Plateau (ours),0.9,True,40,392.4,137.64536372085388,347.0025,435.60375,0.9,1.0
True,SEEDA Plateau (fixed),0.0,True,40,21.0,0.0,21.0,21.0,0.0,1.0
True,SEEDA Plateau (fixed),0.1,True,40,156.75,188.45372825260768,101.84625,215.55,0.275,1.0
True,SEEDA Plateau (fixed),0.2,True,40,198.375,193.1076075066,137.533125,255.826875,0.35,1.0
True,SEEDA Plateau (fixed),0.3,True,40,224.175,200.26442615855512,162.264375,282.67875,0.425,1.0
True,SEEDA Plateau (fixed),0.4,True,40,238.35,202.03459338211593,176.8425,300.759375,0.45,1.0
True,SEEDA Plateau (fixed),0.5,True,40,247.125,199.66743985552964,185.91750000000002,304.52625,0.45,1.0
True,SEEDA Plateau (fixed),0.6,True,40,256.2,198.08366530720917,196.03875000000002,314.8575,0.475,1.0
True,SEEDA Plateau (fixed),0.7,True,40,269.1,197.00238186767808,211.3275,329.345625,0.5,1.0
True,SEEDA Plateau (fixed),0.8,True,40,286.275,194.8891844889532,227.623125,342.85499999999996,0.575,1.0
True,SEEDA Plateau (fixed),0.9,True,40,304.275,199.03214371243968,243.3,356.33437499999997,0.625,1.0
True,UCB,0.0,True,21,21.0,0.0,21.0,21.0,0.0,2.0
True,UCB,0.1,True,21,45.714285714285715,94.0388977270272,24.571428571428573,87.14285714285714,0.047619047619047616,2.0
True,UCB,0.2,True,21,56.857142857142854,92.65327070011384,32.714285714285715,100.85714285714286,0.047619047619047616,2.0
True,UCB,0.3,True,21,134.57142857142858,134.42640046827538,81.42142857142858,192.3142857142857,0.38095238095238093,2.0
True,UCB,0.4,True,21,274.42857142857144,175.7872496595164,201.05,348.2892857142857,0.6666666666666666,2.0
True,UCB,0.5,True,21,365.2857142857143,160.59363090021438,297.70714285714286,426.71785714285716,0.8095238095238095,2.0
True,UCB,0.6,True,21,400.0,142.05351104425404,341.425,454.85714285714283,0.8571428571428571,2.0
True,UCB,0.7,True,21,413.42857142857144,120.8021404729947,366.7107142857143,459.42857142857144,0.9047619047619048,2.0
True,UCB,0.8,True,21,427.85714285714283,100.39237307399686,380.2857142857143,460.14285714285717,0.9047619047619048,2.0
True,UCB,0.9,True,21,445.0,46.44028423685626,423.425,460.2857142857143,1.0,2.0
True,SEEDA,0.0,True,21,21.0,0.0,21.0,21.0,0.0,2.0
True,SEEDA,0.1,True,21,44.857142857142854,94.21373876154459,24.0,86.28571428571429,0.047619047619047616,2.0
True,SEEDA,0.2,True,21,55.714285714285715,96.87989618963412,27.857142857142858,102.3,0.09523809523809523,2.0
True,SEEDA,0.3,True,21,115.14285714285714,129.96087323278715,64.56428571428572,173.42857142857142,0.3333333333333333,2.0
True,SEEDA,0.4,True,21,225.71428571428572,184.58145704732715,149.85,301.86071428571427,0.5238095238095238,2.0
True,SEEDA,0.5,True,21,367.7142857142857,161.65121182878366,295.13928571428573,431.00357142857143,0.8571428571428571,2.0
True,SEEDA,0.6,True,21,394.2857142857143,151.503182427678,321.4214285714286,450.5035714285714,0.8571428571428571,2.0
True,SEEDA,0.7,True,21,402.42857142857144,148.30528359723783,324.7107142857143,461.42857142857144,0.8571428571428571,2.0
True,SEEDA,0.8,True,21,419.7142857142857,120.80692979177266,361.0,461.1464285714286,0.9047619047619048,2.0
True,SEEDA,0.9,True,21,426.14285714285717,112.57188179749227,371.14285714285717,462.0,0.9047619047619048,2.0
True,SEEDA Plateau,0.0,True,21,21.0,0.0,21.0,21.0,0.0,2.0
True,SEEDA Plateau,0.1,True,21,173.42857142857142,205.51996774731435,95.42857142857143,258.8714285714285,0.3333333333333333,2.0
True,SEEDA Plateau,0.2,True,21,206.28571428571428,195.44926268910376,125.275,281.14285714285717,0.47619047619047616,2.0
True,SEEDA Plateau,0.3,True,21,257.14285714285717,216.1856345167934,158.2785714285714,356.2857142857143,0.5238095238095238,2.0
True,SEEDA Plateau,0.4,True,21,260.57142857142856,212.68981438436853,162.69285714285715,341.7285714285714,0.5238095238095238,2.0
True,SEEDA Plateau,0.5,True,21,293.7142857142857,203.92477604674298,202.0,374.61428571428564,0.6190476190476191,2.0
True,SEEDA Plateau,0.6,True,21,317.2857142857143,197.07946185666907,233.2,394.575,0.6666666666666666,2.0
True,SEEDA Plateau,0.7,True,21,324.42857142857144,193.35991607067155,245.98214285714286,399.1464285714286,0.6666666666666666,2.0
True,SEEDA Plateau,0.8,True,21,349.2857142857143,173.05234550769396,268.84642857142853,419.15357142857147,0.7142857142857143,2.0
True,SEEDA Plateau,0.9,True,21,368.85714285714283,165.9286851976733,294.7035714285714,426.00357142857143,0.7619047619047619,2.0
True,SEEDA Plateau (ours),0.0,True,21,21.0,0.0,21.0,21.0,0.0,2.0
True,SEEDA Plateau (ours),0.1,True,21,73.71428571428571,128.2673547155093,30.285714285714285,135.14999999999998,0.09523809523809523,2.0
True,SEEDA Plateau (ours),0.2,True,21,91.0,130.71304449059397,42.42142857142857,144.1928571428571,0.14285714285714285,2.0
True,SEEDA Plateau (ours),0.3,True,21,114.0,146.6260549834169,60.23571428571429,176.03571428571425,0.19047619047619047,2.0
True,SEEDA Plateau (ours),0.4,True,21,128.71428571428572,157.2438052379625,71.0,203.73571428571427,0.19047619047619047,2.0
True,SEEDA Plateau (ours),0.5,True,21,146.42857142857142,169.22132591035074,80.96785714285714,216.4821428571428,0.23809523809523808,2.0
True,SEEDA Plateau (ours),0.6,True,21,161.28571428571428,176.13067389218236,87.71071428571427,240.58928571428572,0.23809523809523808,2.0
True,SEEDA Plateau (ours),0.7,True,21,191.42857142857142,176.5688453347791,119.70357142857142,260.85714285714283,0.38095238095238093,2.0
True,SEEDA Plateau (ours),0.8,True,21,249.14285714285714,174.5254381785892,179.83214285714286,317.1642857142857,0.5714285714285714,2.0
True,SEEDA Plateau (ours),0.9,True,21,338.57142857142856,164.52008127537846,266.675,402.7214285714286,0.7142857142857143,2.0
True,SEEDA Plateau (fixed),0.0,True,21,21.0,0.0,21.0,21.0,0.0,2.0
True,SEEDA Plateau (fixed),0.1,True,21,105.71428571428571,151.8661064415437,50.56428571428571,176.02142857142854,0.19047619047619047,2.0
True,SEEDA Plateau (fixed),0.2,True,21,134.14285714285714,166.1906392412899,72.99285714285715,202.43571428571425,0.19047619047619047,2.0
True,SEEDA Plateau (fixed),0.3,True,21,168.28571428571428,177.5962113495507,97.42857142857143,248.72142857142856,0.23809523809523808,2.0
True,SEEDA Plateau (fixed),0.4,True,21,196.14285714285714,194.86951678348407,117.56428571428572,275.2857142857143,0.38095238095238093,2.0
True,SEEDA Plateau (fixed),0.5,True,21,216.85714285714286,199.99707140712977,140.94642857142858,305.29999999999995,0.38095238095238093,2.0
True,SEEDA Plateau (fixed),0.6,True,21,224.57142857142858,198.8103547173968,145.2785714285714,305.45714285714286,0.38095238095238093,2.0
True,SEEDA Plateau (fixed),0.7,True,21,239.0,198.83762219459376,157.13214285714287,320.07499999999993,0.42857142857142855,2.0
True,SEEDA Plateau (fixed),0.8,True,21,260.0,204.91632438632115,177.975,339.58214285714286,0.5238095238095238,2.0
True,SEEDA Plateau (fixed),0.9,True,21,268.85714285714283,206.82052260699027,175.56785714285715,361.4357142857143,0.5238095238095238,2.0
False,UCB,0.0,True,20,21.0,0.0,21.0,21.0,0.0,2.0
False,UCB,0.1,True,20,26.1,2.9361629095775568,24.9,27.3,0.0,2.0
False,UCB,0.2,True,20,37.8,10.039920318408907,34.1925,42.3,0.0,2.0
False,UCB,0.3,True,20,167.4,121.89400054318119,117.885,223.8,0.5,2.0
False,UCB,0.4,True,20,347.55,134.18270145000454,285.41625,401.5575,0.85,2.0
False,UCB,0.5,True,20,445.35,30.802041969221523,430.04625,457.05375,1.0,2.0
False,UCB,0.6,True,20,460.05,3.5463101654358553,458.55,461.55,1.0,2.0
False,UCB,0.7,True,20,460.05,3.5463101654358553,458.55,461.55,1.0,2.0
False,UCB,0.8,True,20,460.05,3.5463101654358553,458.55,461.55,1.0,2.0
False,UCB,0.9,True,20,460.05,3.5463101654358553,458.55,461.55,1.0,2.0
False,SEEDA,0.0,True,20,21.0,0.0,21.0,21.0,0.0,2.0
False,SEEDA,0.1,True,20,24.6,1.8467610337532774,24.0,25.5,0.0,2.0
False,SEEDA,0.2,True,20,29.7,4.953467684891379,27.9,32.1,0.0,2.0
False,SEEDA,0.3,True,20,81.9,91.04186428578656,47.4,123.01499999999999,0.2,2.0
False,SEEDA,0.4,True,20,331.5,146.74844211492635,267.27750000000003,387.91499999999996,0.8,2.0
False,SEEDA,0.5,True,20,452.85,25.834035078188087,439.94624999999996,461.7,1.0,2.0
False,SEEDA,0.6,True,20,461.25,3.058637467549029,459.9,462.45,1.0,2.0
False,SEEDA,0.7,True,20,461.25,3.058637467549029,459.75,462.6,1.0,2.0
False,SEEDA,0.8,True,20,461.25,3.058637467549029,459.9,462.45,1.0,2.0
False,SEEDA,0.9,True,20,461.25,3.058637467549029,459.9,462.45,1.0,2.0
False,SEEDA Plateau,0.0,True,20,21.0,0.0,21.0,21.0,0.0,2.0
False,SEEDA Plateau,0.1,True,20,185.1,195.44548304349541,108.3,270.3,0.45,2.0
False,SEEDA Plateau,0.2,True,20,302.1,195.10831000133987,218.09625,375.00374999999997,0.7,2.0
False,SEEDA Plateau,0.3,True,20,357.45,156.33751443928176,284.82750000000004,415.81125,0.8,2.0
False,SEEDA Plateau,0.4,True,20,426.0,105.75741855277751,381.44624999999996,459.75,0.9,2.0
False,SEEDA Plateau,0.5,True,20,447.45,56.00890436726157,421.5,461.1,1.0,2.0
False,SEEDA Plateau,0.6,True,20,460.2,3.8196169551684798,458.55,461.85375,1.0,2.0
False,SEEDA Plateau,0.7,True,20,460.2,3.8196169551684798,458.55,461.85,1.0,2.0
False,SEEDA Plateau,0.8,True,20,460.2,3.8196169551684798,458.55,462.0,1.0,2.0
False,SEEDA Plateau,0.9,True,20,460.2,3.8196169551684798,458.55,461.85,1.0,2.0
False,SEEDA Plateau (ours),0.0,True,20,21.0,0.0,21.0,21.0,0.0,2.0
False,SEEDA Plateau (ours),0.1,True,20,31.8,24.936973183988215,24.3,43.207499999999996,0.0,2.0
False,SEEDA Plateau (ours),0.2,True,20,40.2,34.41786561778941,27.9,56.40749999999999,0.0,2.0
False,SEEDA Plateau (ours),0.3,True,20,57.6,78.96328260653809,31.8,95.12999999999997,0.05,2.0
False,SEEDA Plateau (ours),0.4,True,20,71.1,101.15641874162795,36.0,117.0075,0.05,2.0
False,SEEDA Plateau (ours),0.5,True,20,80.55,104.89968892633621,43.2,129.45,0.05,2.0
False,SEEDA Plateau (ours),0.6,True,20,105.9,141.32079967595936,51.9,170.70749999999998,0.15,2.0
False,SEEDA Plateau (ours),0.7,True,20,131.1,164.23631882459077,68.55375000000001,208.20374999999999,0.25,2.0
False,SEEDA Plateau (ours),0.8,True,20,181.5,173.75345509627928,109.485,260.715,0.45,2.0
False,SEEDA Plateau (ours),0.9,True,20,361.5,152.09328854703824,286.7925,422.86875,0.85,2.0
False,SEEDA Plateau (fixed),0.0,True,20,21.0,0.0,21.0,21.0,0.0,2.0
False,SEEDA Plateau (fixed),0.1,True,20,58.2,108.5267854397924,24.0,110.7075,0.1,2.0
False,SEEDA Plateau (fixed),0.2,True,20,71.85,132.00529295608206,28.2,135.90375,0.1,2.0
False,SEEDA Plateau (fixed),0.3,True,20,77.55,130.60848485373938,32.1,141.6,0.1,2.0
False,SEEDA Plateau (fixed),0.4,True,20,82.65,129.6810967030479,39.0,141.1575,0.1,2.0
False,SEEDA Plateau (fixed),0.5,True,20,88.65,129.2823409604364,41.6925,146.85375,0.1,2.0
False,SEEDA Plateau (fixed),0.6,True,20,97.65,130.42048394166827,48.9,164.40375,0.1,2.0
False,SEEDA Plateau (fixed),0.7,True,20,116.25,149.02697565771174,60.3,185.11124999999998,0.15,2.0
False,SEEDA Plateau (fixed),0.8,True,20,132.75,163.17374498561827,65.9925,207.7575,0.2,2.0
False,SEEDA Plateau (fixed),0.9,True,20,148.2,176.51736160323838,71.80875,231.0075,0.25,2.0
True,UCB,0.0,True,9,21.0,0.0,21.0,21.0,0.0,3.0
True,UCB,0.1,True,9,29.333333333333332,7.000000000000001,25.333333333333332,34.0,0.0,3.0
True,UCB,0.2,True,9,103.0,145.02758358326184,35.0,197.01666666666665,0.2222222222222222,3.0
True,UCB,0.3,True,9,190.33333333333334,182.44040122735973,90.65,301.34166666666664,0.4444444444444444,3.0
True,UCB,0.4,True,9,260.0,200.74237220875915,128.31666666666666,391.3583333333333,0.5555555555555556,3.0
True,UCB,0.5,True,9,362.3333333333333,152.17999211460094,267.325,456.0083333333333,0.7777777777777778,3.0
True,UCB,0.6,True,9,461.0,2.598076211353316,459.6666666666667,462.6666666666667,1.0,3.0
True,UCB,0.7,True,9,461.0,2.598076211353316,459.6666666666667,462.6666666666667,1.0,3.0
True,UCB,0.8,True,9,461.0,2.598076211353316,459.3333333333333,462.6666666666667,1.0,3.0
True,UCB,0.9,True,9,461.0,2.598076211353316,459.6666666666667,462.6666666666667,1.0,3.0
True,SEEDA,0.0,True,9,21.0,0.0,21.0,21.0,0.0,3.0
True,SEEDA,0.1,True,9,24.666666666666668,2.0,24.0,26.0,0.0,3.0
True,SEEDA,0.2,True,9,94.33333333333333,131.95832675507828,27.0,193.0,0.2222222222222222,3.0
True,SEEDA,0.3,True,9,191.33333333333334,196.3440857270725,78.65,304.9999999999997,0.4444444444444444,3.0
True,SEEDA,0.4,True,9,226.33333333333334,223.7068394126563,85.61666666666667,369.0,0.4444444444444444,3.0
True,SEEDA,0.5,True,9,329.3333333333333,142.86094637793772,244.31666666666666,414.34166666666664,0.8888888888888888,3.0
True,SEEDA,0.6,True,9,447.0,29.962476533157268,425.9916666666667,462.3333333333333,1.0,3.0
True,SEEDA,0.7,True,9,461.0,3.0,459.3333333333333,463.0,1.0,3.0
True,SEEDA,0.8,True,9,461.0,3.0,459.0,462.6666666666667,1.0,3.0
True,SEEDA,0.9,True,9,461.0,3.0,459.0,462.6666666666667,1.0,3.0
True,SEEDA Plateau,0.0,True,9,21.0,0.0,21.0,21.0,0.0,3.0
True,SEEDA Plateau,0.1,True,9,232.0,217.329243315298,88.0,376.0,0.5555555555555556,3.0
True,SEEDA Plateau,0.2,True,9,265.6666666666667,226.42106792434313,122.33333333333333,408.6666666666667,0.5555555555555556,3.0
True,SEEDA Plateau,0.3,True,9,267.0,224.8399430706208,124.66666666666667,409.3333333333333,0.5555555555555556,3.0
True,SEEDA Plateau,0.4,True,9,268.3333333333333,223.25881841486128,127.0,409.6666666666667,0.5555555555555556,3.0
True,SEEDA Plateau,0.5,True,9,269.6666666666667,221.6776939613005,129.33333333333334,409.6666666666667,0.5555555555555556,3.0
True,SEEDA Plateau,0.6,True,9,271.0,220.0965697142961,131.66666666666666,410.0,0.5555555555555556,3.0
True,SEEDA Plateau,0.7,True,9,272.3333333333333,218.51544567833187,134.0,410.3333333333333,0.5555555555555556,3.0
True,SEEDA Plateau,0.8,True,9,273.6666666666667,216.93432185802226,136.33333333333334,411.0,0.5555555555555556,3.0
True,SEEDA Plateau,0.9,True,9,275.6666666666667,214.57050123444276,139.33333333333334,411.3333333333333,0.5555555555555556,3.0
True,SEEDA Plateau (ours),0.0,True,9,21.0,0.0,21.0,21.0,0.0,3.0
True,SEEDA Plateau (ours),0.1,True,9,58.666666666666664,104.0,24.0,128.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.2,True,9,75.66666666666667,146.0,27.0,173.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.3,True,9,78.33333333333333,145.0,30.0,175.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.4,True,9,81.0,144.0,33.0,177.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.5,True,9,83.66666666666667,143.0,36.0,179.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.6,True,9,86.33333333333333,142.0,39.0,181.0,0.1111111111111111,3.0
True,SEEDA Plateau (ours),0.7,True,9,120.33333333333333,158.08067560584374,42.65,230.01666666666665,0.2222222222222222,3.0
True,SEEDA Plateau (ours),0.8,True,9,167.0,184.00543470234786,47.666666666666664,294.3666666666666,0.3333333333333333,3.0
True,SEEDA Plateau (ours),0.9,True,9,351.0,173.00144508066978,234.65833333333333,443.0083333333333,0.7777777777777778,3.0
True,SEEDA Plateau (fixed),0.0,True,9,21.0,0.0,21.0,21.0,0.0,3.0
True,SEEDA Plateau (fixed),0.1,True,9,72.0,144.0,24.0,168.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.2,True,9,74.66666666666667,143.0,27.0,170.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.3,True,9,77.33333333333333,142.0,30.0,172.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.4,True,9,80.0,141.0,33.0,174.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.5,True,9,82.66666666666667,140.0,36.0,176.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.6,True,9,85.33333333333333,139.0,39.0,178.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.7,True,9,88.0,138.0,42.0,180.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.8,True,9,90.66666666666667,137.0,45.0,182.0,0.1111111111111111,3.0
True,SEEDA Plateau (fixed),0.9,True,9,93.33333333333333,136.0,48.0,184.0,0.1111111111111111,3.0
False,UCB,0.0,True,7,21.0,0.0,21.0,21.0,0.0,3.0
False,UCB,0.1,True,7,29.142857142857142,7.289914755527471,24.857142857142858,34.285714285714285,0.0,3.0
False,UCB,0.2,True,7,64.71428571428571,62.99659854763134,38.142857142857146,113.57142857142857,0.14285714285714285,3.0
False,UCB,0.3,True,7,376.2857142857143,89.44591342577607,308.57142857142856,427.73571428571427,1.0,3.0
False,UCB,0.4,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,UCB,0.5,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,UCB,0.6,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,UCB,0.7,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,UCB,0.8,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,UCB,0.9,True,7,459.42857142857144,2.0701966780270626,458.14285714285717,460.7142857142857,1.0,3.0
False,SEEDA,0.0,True,7,21.0,0.0,21.0,21.0,0.0,3.0
False,SEEDA,0.1,True,7,24.857142857142858,2.2677868380553634,24.0,26.571428571428573,0.0,3.0
False,SEEDA,0.2,True,7,49.285714285714285,58.96245778943945,27.0,93.85714285714286,0.14285714285714285,3.0
False,SEEDA,0.3,True,7,330.0,145.03792607452715,221.14285714285714,414.85714285714283,0.8571428571428571,3.0
False,SEEDA,0.4,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.2857142857143,1.0,3.0
False,SEEDA,0.5,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.2857142857143,1.0,3.0
False,SEEDA,0.6,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.2857142857143,1.0,3.0
False,SEEDA,0.7,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.2857142857143,1.0,3.0
False,SEEDA,0.8,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.7142857142857,1.0,3.0
False,SEEDA,0.9,True,7,461.57142857142856,2.699206232527312,459.85714285714283,463.2857142857143,1.0,3.0
False,SEEDA Plateau,0.0,True,7,21.0,0.0,21.0,21.0,0.0,3.0
False,SEEDA Plateau,0.1,True,7,374.57142857142856,162.91803372949758,251.14285714285714,456.0,0.8571428571428571,3.0
False,SEEDA Plateau,0.2,True,7,437.14285714285717,53.96427389618855,395.57142857142856,459.85714285714283,1.0,3.0
False,SEEDA Plateau,0.3,True,7,458.14285714285717,3.7606990231680526,456.0,461.14285714285717,1.0,3.0
False,SEEDA Plateau,0.4,True,7,458.14285714285717,3.7606990231680526,456.0,460.7142857142857,1.0,3.0
False,SEEDA Plateau,0.5,True,7,458.14285714285717,3.7606990231680526,456.0,461.14285714285717,1.0,3.0
False,SEEDA Plateau,0.6,True,7,458.14285714285717,3.7606990231680526,456.0,460.7142857142857,1.0,3.0
False,SEEDA Plateau,0.7,True,7,458.14285714285717,3.7606990231680526,456.0,461.14285714285717,1.0,3.0
False,SEEDA Plateau,0.8,True,7,458.14285714285717,3.7606990231680526,456.0,460.725,1.0,3.0
False,SEEDA Plateau,0.9,True,7,458.14285714285717,3.7606990231680526,456.0,460.7142857142857,1.0,3.0
False,SEEDA Plateau (ours),0.0,True,7,21.0,0.0,21.0,21.0,0.0,3.0
False,SEEDA Plateau (ours),0.1,True,7,24.857142857142858,2.2677868380553634,24.0,26.571428571428573,0.0,3.0
False,SEEDA Plateau (ours),0.2,True,7,27.857142857142858,2.2677868380553634,27.0,29.571428571428573,0.0,3.0
False,SEEDA Plateau (ours),0.3,True,7,30.857142857142858,2.2677868380553634,30.0,32.57142857142857,0.0,3.0
False,SEEDA Plateau (ours),0.4,True,7,34.714285714285715,4.535573676110727,33.0,38.142857142857146,0.0,3.0
False,SEEDA Plateau (ours),0.5,True,7,38.57142857142857,6.80336051416609,36.0,43.714285714285715,0.0,3.0
False,SEEDA Plateau (ours),0.6,True,7,47.57142857142857,22.677868380553633,39.0,64.71428571428571,0.0,3.0
False,SEEDA Plateau (ours),0.7,True,7,74.57142857142857,80.93383541069653,42.857142857142854,136.28571428571428,0.14285714285714285,3.0
False,SEEDA Plateau (ours),0.8,True,7,212.14285714285714,167.08423880528903,99.85714285714286,324.47142857142853,0.5714285714285714,3.0
False,SEEDA Plateau (ours),0.9,True,7,421.2857142857143,103.77654565734701,342.42857142857144,461.57142857142856,1.0,3.0
False,SEEDA Plateau (fixed),0.0,True,7,21.0,0.0,21.0,21.0,0.0,3.0
False,SEEDA Plateau (fixed),0.1,True,7,27.428571428571427,9.071147352221454,24.0,34.285714285714285,0.0,3.0
False,SEEDA Plateau (fixed),0.2,True,7,32.142857142857146,13.60672102833218,27.0,42.42857142857143,0.0,3.0
False,SEEDA Plateau (fixed),0.3,True,7,42.0,31.74901573277509,30.0,66.0,0.0,3.0
False,SEEDA Plateau (fixed),0.4,True,7,47.57142857142857,38.55237624694118,33.0,76.71428571428571,0.0,3.0
False,SEEDA Plateau (fixed),0.5,True,7,65.14285714285714,77.10475249388236,36.0,123.42857142857143,0.0,3.0
False,SEEDA Plateau (fixed),0.6,True,7,93.85714285714286,145.13835763554323,39.0,203.57142857142858,0.14285714285714285,3.0
False,SEEDA Plateau (fixed),0.7,True,7,102.0,158.74507866387543,42.0,222.0,0.14285714285714285,3.0
False,SEEDA Plateau (fixed),0.8,True,7,104.57142857142857,157.61118524484775,45.0,223.71428571428572,0.14285714285714285,3.0
False,SEEDA Plateau (fixed),0.9,True,7,108.85714285714286,155.74704766750108,48.857142857142854,227.14285714285714,0.14285714285714285,3.0
True,UCB,0.0,True,3,21.0,0.0,21.0,21.0,0.0,4.0
True,UCB,0.1,True,3,30.0,10.392304845413264,24.0,42.0,0.0,4.0
True,UCB,0.2,True,3,135.0,171.70905625505023,27.0,333.0,0.3333333333333333,4.0
True,UCB,0.3,True,3,294.0,200.52929960482084,72.0,462.0,0.6666666666666666,4.0
True,UCB,0.4,True,3,336.0,215.64554249972338,87.0,462.0,0.6666666666666666,4.0
True,UCB,0.5,True,3,391.0,120.38687636117153,252.0,462.0,1.0,4.0
True,UCB,0.6,True,3,460.0,1.7320508075688772,459.0,462.0,1.0,4.0
True,UCB,0.7,True,3,460.0,1.7320508075688772,459.0,462.0,1.0,4.0
True,UCB,0.8,True,3,460.0,1.7320508075688772,459.0,462.0,1.0,4.0
True,UCB,0.9,True,3,460.0,1.7320508075688772,459.0,462.0,1.0,4.0
True,SEEDA,0.0,True,3,21.0,0.0,21.0,21.0,0.0,4.0
True,SEEDA,0.1,True,3,24.0,0.0,24.0,24.0,0.0,4.0
True,SEEDA,0.2,True,3,125.0,169.74097914175,27.0,321.0,0.3333333333333333,4.0
True,SEEDA,0.3,True,3,178.0,246.0243890349085,33.900000000000006,462.0,0.3333333333333333,4.0
True,SEEDA,0.4,True,3,234.0,215.77071163621812,33.0,462.0,0.6666666666666666,4.0
True,SEEDA,0.5,True,3,320.0,245.95121467478057,36.0,462.0,0.6666666666666666,4.0
True,SEEDA,0.6,True,3,323.0,240.75506225207394,45.0,462.0,0.6666666666666666,4.0
True,SEEDA,0.7,True,3,326.0,235.5589098293673,54.0,462.0,0.6666666666666666,4.0
True,SEEDA,0.8,True,3,419.0,74.47818472546173,333.0,462.0,1.0,4.0
True,SEEDA,0.9,True,3,462.0,0.0,462.0,462.0,1.0,4.0
True,SEEDA Plateau,0.0,True,3,21.0,0.0,21.0,21.0,0.0,4.0
True,SEEDA Plateau,0.1,True,3,312.0,249.41531628991834,24.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.2,True,3,313.0,247.68326548234944,27.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.3,True,3,314.0,245.95121467478057,30.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.4,True,3,315.0,244.2191638672117,33.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.5,True,3,316.0,242.4871130596428,36.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.6,True,3,317.0,240.75506225207394,39.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.7,True,3,318.0,239.02301144450507,42.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.8,True,3,319.0,237.29096063693618,45.0,456.0,0.6666666666666666,4.0
True,SEEDA Plateau,0.9,True,3,320.0,235.5589098293673,48.0,456.0,0.6666666666666666,4.0
