design,comparison,true_gap,cohort,ratio_mean,ci_lo,ci_hi
MATLAB,Doses 1–2,0.24999999999999997,81,0.8092013250034641,0.7891664733955439,0.8295700536233257
MATLAB,Doses 1–2,0.24999999999999997,82,0.8083612186400148,0.788271224413131,0.828793014055531
MATLAB,Doses 1–2,0.24999999999999997,83,0.8077212159502033,0.7874547855225391,0.8282728391691454
MATLAB,Doses 1–2,0.24999999999999997,84,0.8070751382129469,0.7868548444991662,0.8277051102443158
MATLAB,Doses 1–2,0.24999999999999997,85,0.8064536743057227,0.7862647538684353,0.8271992561151068
MATLAB,Doses 1–2,0.24999999999999997,86,0.8053616188109036,0.7852840736067193,0.826075242526346
MATLAB,Doses 1–2,0.24999999999999997,87,0.8044926047304672,0.7844569974281769,0.8252434275523481
MATLAB,Doses 1–2,0.24999999999999997,88,0.8038117752584991,0.7837179239614195,0.8247237841708422
MATLAB,Doses 1–2,0.24999999999999997,89,0.8030046058294716,0.7829134043185996,0.823901080514779
MATLAB,Doses 1–2,0.24999999999999997,90,0.8023329850509979,0.7821061878591768,0.8233227782662659
MATLAB,Doses 1–2,0.24999999999999997,91,0.8015221528362795,0.7813124950653401,0.8225109298692808
MATLAB,Doses 1–2,0.24999999999999997,92,0.8009069461786859,0.7806097573671107,0.8220942942064816
MATLAB,Doses 1–2,0.24999999999999997,93,0.8004115776731653,0.7801889602359232,0.8216525783893395
MATLAB,Doses 1–2,0.24999999999999997,94,0.7999701496930194,0.7799335943904806,0.8211890234214431
MATLAB,Doses 1–2,0.24999999999999997,95,0.7993625495770423,0.7792573745548087,0.8205080220162578
MATLAB,Doses 1–2,0.24999999999999997,96,0.7988413922595159,0.7788042315986435,0.8199717280260324
MATLAB,Doses 1–2,0.24999999999999997,97,0.79826166097114,0.7781040943732525,0.8194555026486577
MATLAB,Doses 1–2,0.24999999999999997,98,0.7976920219909421,0.777505446294504,0.8191321633924945
MATLAB,Doses 1–2,0.24999999999999997,99,0.796857800817874,0.7764699962222105,0.8183451161020662
MATLAB,Doses 1–2,0.24999999999999997,100,0.7963882727185972,0.7759971508511555,0.8178572548903954
MATLAB,Doses 2–3,0.25,1,,,
MATLAB,Doses 2–3,0.25,2,,,
MATLAB,Doses 2–3,0.25,3,1.7167728210315,1.7167728210314774,1.716772821031478
MATLAB,Doses 2–3,0.25,4,1.7167728210315,1.7167728210314774,1.716772821031478
MATLAB,Doses 2–3,0.25,5,1.7167728210315,1.7167728210314774,1.716772821031478
MATLAB,Doses 2–3,0.25,6,1.7167728210315,1.7167728210314774,1.716772821031478
MATLAB,Doses 2–3,0.25,7,1.7167728210315,1.7167728210314774,1.716772821031478
MATLAB,Doses 2–3,0.25,8,1.4231194483978549,1.4070288526370873,1.4382043819235353
MATLAB,Doses 2–3,0.25,9,1.3070865350641707,1.2932936332698395,1.3198815081106652
MATLAB,Doses 2–3,0.25,10,1.257666636753905,1.2441721456011385,1.2717868908351508
MATLAB,Doses 2–3,0.25,11,1.1904802295964736,1.177710813199651,1.2035904935109687
MATLAB,Doses 2–3,0.25,12,1.14946754889935,1.1356850624836843,1.1634487275641514
MATLAB,Doses 2–3,0.25,13,1.099626085984058,1.0865713364865672,1.1135526714357256
MATLAB,Doses 2–3,0.25,14,1.0620314362392915,1.0481363073054357,1.0763773500796205
MATLAB,Doses 2–3,0.25,15,1.0258904177333823,1.0113246780773477,1.0412539110450396
MATLAB,Doses 2–3,0.25,16,0.9964635113850151,0.9814436583905491,1.011992930057731
MATLAB,Doses 2–3,0.25,17,0.9720864556046541,0.9564138753358394,0.9884373871114613
MATLAB,Doses 2–3,0.25,18,0.9511047413389994,0.935118242261392,0.9677176863604513
MATLAB,Doses 2–3,0.25,19,0.9312280857234145,0.9148435786290984,0.9488709060946883
MATLAB,Doses 2–3,0.25,20,0.9166917742551993,0.9002804333474298,0.9351845255008542
MATLAB,Doses 2–3,0.25,21,0.9044900891120187,0.887357509057647,0.9234519297353495
MATLAB,Doses 2–3,0.25,22,0.89229755625302,0.8751355794843859,0.9112410390324008
MATLAB,Doses 2–3,0.25,23,0.8806390638918232,0.8625632946107005,0.8999670455570074
MATLAB,Doses 2–3,0.25,24,0.8715207175803361,0.8524610575476359,0.8918434318486175
MATLAB,Doses 2–3,0.25,25,0.8621741810844064,0.8426706844266811,0.8827095167513324
MATLAB,Doses 2–3,0.25,26,0.8550399583103492,0.8353937193838493,0.8756783662171489
MATLAB,Doses 2–3,0.25,27,0.8468352980180773,0.8267306465657605,0.8680034100050816
MATLAB,Doses 2–3,0.25,28,0.8409383117378879,0.8206896658633674,0.8621724776463159
MATLAB,Doses 2–3,0.25,29,0.8357762766636789,0.8148359343010001,0.8572062778058422
MATLAB,Doses 2–3,0.25,30,0.8305844345455627,0.8097457738868431,0.8524033516167449
MATLAB,Doses 2–3,0.25,31,0.825445935825279,0.8044300555667742,0.8475593344945572
MATLAB,Doses 2–3,0.25,32,0.8208619509296401,0.7998136311445988,0.8432518059275541
MATLAB,Doses 2–3,0.25,33,0.8154903230173527,0.7941191169415536,0.83844537153958
MATLAB,Doses 2–3,0.25,34,0.8110000877531159,0.7893047970240494,0.8342599611237205
MATLAB,Doses 2–3,0.25,35,0.806382054766492,0.7845703833620469,0.8299802218028773
MATLAB,Doses 2–3,0.25,36,0.8021770578793992,0.7801332794447118,0.8261584074836134
MATLAB,Doses 2–3,0.25,37,0.7981677309563796,0.7758477991392481,0.8225256902584813
MATLAB,Doses 2–3,0.25,38,0.794835531473929,0.7724169970091014,0.8192703846739621
MATLAB,Doses 2–3,0.25,39,0.791680099391912,0.7690225045451498,0.8161751870716397
MATLAB,Doses 2–3,0.25,40,0.7886461592762991,0.7657162740911456,0.8133344349998612
MATLAB,Doses 2–3,0.25,41,0.7858258992245274,0.7629190530899383,0.8106854982905058
MATLAB,Doses 2–3,0.25,42,0.7832856314281471,0.7602902278062732,0.8082671154821486
MATLAB,Doses 2–3,0.25,43,0.7805088711593143,0.757362210715309,0.8055173264342201
MATLAB,Doses 2–3,0.25,44,0.7780035426075464,0.7547527814201187,0.8031477953697144
MATLAB,Doses 2–3,0.25,45,0.7754109050927427,0.752052499195377,0.8007591965796169
MATLAB,Doses 2–3,0.25,46,0.7730587467790793,0.7497203154573759,0.7984801661865387
MATLAB,Doses 2–3,0.25,47,0.7708098590803082,0.7474470394152983,0.796362899327528
MATLAB,Doses 2–3,0.25,48,0.7684051454014863,0.7447480837565479,0.794007091577879
MATLAB,Doses 2–3,0.25,49,0.7664637834712557,0.7426357231969337,0.7922290800668602
MATLAB,Doses 2–3,0.25,50,0.7646805112876699,0.7405797810866604,0.790588061292502
MATLAB,Doses 2–3,0.25,51,0.7628429674023065,0.7384983030694893,0.7888369611366182
MATLAB,Doses 2–3,0.25,52,0.7607648227590336,0.7364837110567592,0.7868181598266659
MATLAB,Doses 2–3,0.25,53,0.7591865408090176,0.7348148585221685,0.7854164135371307
MATLAB,Doses 2–3,0.25,54,0.7576313198585235,0.7331876790762996,0.7839224285900666
MATLAB,Doses 2–3,0.25,55,0.7559890025543778,0.7314993007961879,0.7823803910363388
MATLAB,Doses 2–3,0.25,56,0.7544571684411863,0.7300406417634648,0.780948367424597
MATLAB,Doses 2–3,0.25,57,0.7528825235046308,0.7283891215596379,0.779412602565667
MATLAB,Doses 2–3,0.25,58,0.7513200829969142,0.7267529587333452,0.7778442272790619
MATLAB,Doses 2–3,0.25,59,0.7499538100055362,0.7253792025005942,0.7766442286618085
MATLAB,Doses 2–3,0.25,60,0.7486567004185132,0.7240444591757045,0.7753849499304287
MATLAB,Doses 2–3,0.25,61,0.7474235464487025,0.7227076337845252,0.7742669419262727
MATLAB,Doses 2–3,0.25,62,0.7462901746432536,0.721504211398211,0.7731813221249252
MATLAB,Doses 2–3,0.25,63,0.7451180268142531,0.7203437674225373,0.7721430622793741
MATLAB,Doses 2–3,0.25,64,0.7439963530790051,0.7191333337923919,0.7709660088928706
MATLAB,Doses 2–3,0.25,65,0.7428225475568816,0.71774127959129,0.7699269729546068
MATLAB,Doses 2–3,0.25,66,0.7417369831535585,0.7166387102962956,0.7689910581069471
MATLAB,Doses 2–3,0.25,67,0.7405354113081046,0.7154528919487642,0.7679609789886028
MATLAB,Doses 2–3,0.25,68,0.7395365116591801,0.7143629352695046,0.7669722495027111
MATLAB,Doses 2–3,0.25,69,0.7385083901870055,0.7132993041690215,0.7660609784955243
MATLAB,Doses 2–3,0.25,70,0.737536082569185,0.7124248364830919,0.765146029259259
MATLAB,Doses 2–3,0.25,71,0.7365275403659258,0.7115079637477797,0.7641341256187028
MATLAB,Doses 2–3,0.25,72,0.7354831391238628,0.7104264875570341,0.7632372365789748
MATLAB,Doses 2–3,0.25,73,0.734643963927026,0.7094345818943013,0.7624706889736457
MATLAB,Doses 2–3,0.25,74,0.7337489236885573,0.7084952152591332,0.7616436355521623
MATLAB,Doses 2–3,0.25,75,0.7329193216547266,0.7075757980607413,0.7608481958194564
MATLAB,Doses 2–3,0.25,76,0.7320482006037342,0.7066765442263966,0.7600460514205737
MATLAB,Doses 2–3,0.25,77,0.7313167752274988,0.7059146044671627,0.7594331712870025
MATLAB,Doses 2–3,0.25,78,0.73049397101764,0.7050344374070768,0.7586657136046234
MATLAB,Doses 2–3,0.25,79,0.7296603353531224,0.7040652685956692,0.7578764609361264
MATLAB,Doses 2–3,0.25,80,0.7288868786216126,0.7032897375958592,0.7571790706512744
MATLAB,Doses 2–3,0.25,81,0.7281247619906889,0.7025413873897347,0.7564757183229912
MATLAB,Doses 2–3,0.25,82,0.7274135417984754,0.7018009428433609,0.7558653394894433
MATLAB,Doses 2–3,0.25,83,0.7267267864454248,0.7010999784579616,0.7552285460273067
MATLAB,Doses 2–3,0.25,84,0.7259986003986522,0.7003250663601633,0.7545136604474688
MATLAB,Doses 2–3,0.25,85,0.725262787420494,0.6994775695360808,0.7538357172049731
MATLAB,Doses 2–3,0.25,86,0.724559889992109,0.6987165097994056,0.7531899893667133
MATLAB,Doses 2–3,0.25,87,0.7238960265335328,0.6980299857196863,0.7525268522233161
MATLAB,Doses 2–3,0.25,88,0.7232732497621159,0.697357972726461,0.751952966717776
MATLAB,Doses 2–3,0.25,89,0.7225982225918549,0.6966481926078172,0.7513100095851609
MATLAB,Doses 2–3,0.25,90,0.7220066544428585,0.6959962410651988,0.7508044666961192
MATLAB,Doses 2–3,0.25,91,0.7214238062733436,0.6953153035107416,0.7502539327756473
MATLAB,Doses 2–3,0.25,92,0.7208305370813755,0.6947121040321581,0.7497097699692269
MATLAB,Doses 2–3,0.25,93,0.7201702830325496,0.693991420953532,0.7490808691444064
MATLAB,Doses 2–3,0.25,94,0.7195303951369426,0.6933115331442823,0.7484538205117783
MATLAB,Doses 2–3,0.25,95,0.718975309895623,0.6927836932333502,0.7479313912675767
MATLAB,Doses 2–3,0.25,96,0.7184746416664796,0.6922228729339904,0.7474299431054413
MATLAB,Doses 2–3,0.25,97,0.717920783259753,0.6915342398888831,0.7469055458924264
MATLAB,Doses 2–3,0.25,98,0.7173493796012173,0.6908985686684445,0.7463513970844562
MATLAB,Doses 2–3,0.25,99,0.7168024679484256,0.6902919509748914,0.7458155906046776
MATLAB,Doses 2–3,0.25,100,0.7162316660816307,0.6896765438898572,0.7452646637010988
Reference,Doses 1–2,0.24999999999999997,1,,,
Reference,Doses 1–2,0.24999999999999997,2,,,
Reference,Doses 1–2,0.24999999999999997,3,2.4730289771112397,2.473028977111217,2.4730289771112184
Reference,Doses 1–2,0.24999999999999997,4,2.7385872070541843,2.7385872070542034,2.738587207054205
Reference,Doses 1–2,0.24999999999999997,5,2.912355523960437,2.9123555239604637,2.912355523960465
Reference,Doses 1–2,0.24999999999999997,6,3.040308869138548,3.0403088691384945,3.040308869138496
Reference,Doses 1–2,0.24999999999999997,7,3.140987466856929,3.140987466856921,3.140987466856922
Reference,Doses 1–2,0.24999999999999997,8,3.1193251266268858,3.1079948763455794,3.132071658193413
Reference,Doses 1–2,0.24999999999999997,9,3.107125375484754,3.09120570789621,3.1258839311675004
Reference,Doses 1–2,0.24999999999999997,10,3.1067654824248647,3.087225522116947,3.128264237426091
Reference,Doses 1–2,0.24999999999999997,11,3.0960481238212307,3.0727316479305595,3.1187806091555665
Reference,Doses 1–2,0.24999999999999997,12,3.0938618833881653,3.0685910053389813,3.118611146835268
Reference,Doses 1–2,0.24999999999999997,13,3.0813973770597363,3.0545048635231185,3.109032816369456
Reference,Doses 1–2,0.24999999999999997,14,3.072454887217913,3.0434151983835287,3.1029290944844203
Reference,Doses 1–2,0.24999999999999997,15,3.073205545476105,3.042616546034769,3.104543650044424
Reference,Doses 1–2,0.24999999999999997,16,3.0688975730148984,3.0370875893242557,3.1014162996683856
Reference,Doses 1–2,0.24999999999999997,17,3.0645555389418484,3.0303296431700524,3.099022266809182
Reference,Doses 1–2,0.24999999999999997,18,3.0541622605913776,3.0206346259113404,3.089071476860627
Reference,Doses 1–2,0.24999999999999997,19,3.040742165597773,3.0047985150883805,3.0779599680906498
Reference,Doses 1–2,0.24999999999999997,20,3.02759155340798,2.991702632901266,3.0652840720666448
Reference,Doses 1–2,0.24999999999999997,21,3.022526499044602,2.9867505591742765,3.062651172757758
Reference,Doses 1–2,0.24999999999999997,22,3.0133276896818235,2.9770909554340643,3.054300679142603
Reference,Doses 1–2,0.24999999999999997,23,3.010713485781453,2.974137314013766,3.0526732941809365
Reference,Doses 1–2,0.24999999999999997,24,3.0112379660231507,2.972031996893865,3.0540078683024587
Reference,Doses 1–2,0.24999999999999997,25,3.011118095691,2.9727682431050986,3.05509543367679
Reference,Doses 1–2,0.24999999999999997,26,3.0118466703409754,2.9721291449127833,3.055602342078884
Reference,Doses 1–2,0.24999999999999997,27,3.013326204411555,2.9731241318893,3.057859243852422
Reference,Doses 1–2,0.24999999999999997,28,3.0137342288104914,2.9731424688854466,3.0603231024015454
Reference,Doses 1–2,0.24999999999999997,29,3.016245311687298,2.9747745879430956,3.062881922077381
Reference,Doses 1–2,0.24999999999999997,30,3.0187084678252103,2.9772984758914824,3.0665706347885258
Reference,Doses 1–2,0.24999999999999997,31,3.0228158160761183,2.981325506404668,3.0703279492225604
Reference,Doses 1–2,0.24999999999999997,32,3.0228037550952123,2.9809038704320256,3.0700520971029723
Reference,Doses 1–2,0.24999999999999997,33,3.0240190490248002,2.980943749093582,3.070948185061493
Reference,Doses 1–2,0.24999999999999997,34,3.026469534577167,2.9832565805681974,3.072277319227159
Reference,Doses 1–2,0.24999999999999997,35,3.0303389120024478,2.987338186450608,3.0772565411317934
Reference,Doses 1–2,0.24999999999999997,36,3.0333590214255626,2.9891397029595974,3.0811926495484245
Reference,Doses 1–2,0.24999999999999997,37,3.0339501816993213,2.989752098820839,3.082048117991778
Reference,Doses 1–2,0.24999999999999997,38,3.0361700311442505,2.991293720230549,3.0844162294858046
Reference,Doses 1–2,0.24999999999999997,39,3.0381529372494804,2.992979349002901,3.087749212372987
Reference,Doses 1–2,0.24999999999999997,40,3.039125579205153,2.9926453528193653,3.089056619085977
Reference,Doses 1–2,0.24999999999999997,41,3.040006241011742,2.994358052937448,3.09111588158766
Reference,Doses 1–2,0.24999999999999997,42,3.0424915928916816,2.9972368407244274,3.0935040179504334
Reference,Doses 1–2,0.24999999999999997,43,3.0425016159386544,2.996289356800537,3.094079657309811
Reference,Doses 1–2,0.24999999999999997,44,3.044437776099212,2.99685782333525,3.097224681400704
Reference,Doses 1–2,0.24999999999999997,45,3.045163594713574,2.9961683776240986,3.098243376484668
Reference,Doses 1–2,0.24999999999999997,46,3.043936574084694,2.99451628176192,3.0961568322425004
Reference,Doses 1–2,0.24999999999999997,47,3.0447634624408297,2.994734687568715,3.0971734363183745
Reference,Doses 1–2,0.24999999999999997,48,3.0429137363552003,2.9931486759308705,3.096647351432777
Reference,Doses 1–2,0.24999999999999997,49,3.0427671360442923,2.992877918921058,3.097376528492426
Reference,Doses 1–2,0.24999999999999997,50,3.0430132371406557,2.9933249365715144,3.0985931916358123
Reference,Doses 1–2,0.24999999999999997,51,3.0419125082278153,2.9913461012551563,3.097890827423993
Reference,Doses 1–2,0.24999999999999997,52,3.0408726336118623,2.989960544909278,3.0985336600683775
Reference,Doses 1–2,0.24999999999999997,53,3.0409451907688543,2.990116871981828,3.0978390710344943
Reference,Doses 1–2,0.24999999999999997,54,3.0423316309449233,2.9908283717565407,3.099003321329747
Reference,Doses 1–2,0.24999999999999997,55,3.043816313279906,2.9918398444205576,3.101537741328361
Reference,Doses 1–2,0.24999999999999997,56,3.04567906919926,2.99412335909106,3.1038627813451054
Reference,Doses 1–2,0.24999999999999997,57,3.046473541560825,2.9957614975655127,3.10506816388223
Reference,Doses 1–2,0.24999999999999997,58,3.047301960021938,2.9961054796397546,3.105350238191842
Reference,Doses 1–2,0.24999999999999997,59,3.047661400352463,2.995211452792362,3.1065461428480448
Reference,Doses 1–2,0.24999999999999997,60,3.048427536899593,2.996069293287888,3.1080662598583846
Reference,Doses 1–2,0.24999999999999997,61,3.049405157832608,2.9964680044060623,3.109570672367986
Reference,Doses 1–2,0.24999999999999997,62,3.051343892588172,2.997600009312149,3.1115939339290364
Reference,Doses 1–2,0.24999999999999997,63,3.0519949223160188,2.998930456022716,3.1129629978078373
Reference,Doses 1–2,0.24999999999999997,64,3.053813590343893,3.0003597305559064,3.1147754182919356
Reference,Doses 1–2,0.24999999999999997,65,3.0539200414859953,2.9996931628511776,3.113664476426036
Reference,Doses 1–2,0.24999999999999997,66,3.0540824437414837,2.9988387804389744,3.1144897881129703
Reference,Doses 1–2,0.24999999999999997,67,3.053335287984195,2.998056565253602,3.1136472012290284
Reference,Doses 1–2,0.24999999999999997,68,3.0544375050275865,2.997982140094405,3.114500484240759
Reference,Doses 1–2,0.24999999999999997,69,3.056471697487339,2.9996926277096714,3.1162179203178813
Reference,Doses 1–2,0.24999999999999997,70,3.0571569910595864,2.9995534966292996,3.1180728903712343
Reference,Doses 1–2,0.24999999999999997,71,3.058136481562621,3.00141661667565,3.1190824648283875
Reference,Doses 1–2,0.24999999999999997,72,3.0580385266607317,3.0011871813907396,3.119487312987764
Reference,Doses 1–2,0.24999999999999997,73,3.0579852395589793,3.00107607852737,3.1196357526923437
Reference,Doses 1–2,0.24999999999999997,74,3.058497427145669,3.001184667058589,3.120825004826262
Reference,Doses 1–2,0.24999999999999997,75,3.0599076336301523,3.0019536620717844,3.121945840396104
Reference,Doses 1–2,0.24999999999999997,76,3.0611580649181587,3.002872780684286,3.123234243585362
Reference,Doses 1–2,0.24999999999999997,77,3.0624787486836014,3.0040585435369387,3.124696618678945
Reference,Doses 1–2,0.24999999999999997,78,3.0636721344863753,3.004439103103727,3.126783485414118
Reference,Doses 1–2,0.24999999999999997,79,3.0634639842214124,3.003744526127352,3.1278698575391832
Reference,Doses 1–2,0.24999999999999997,80,3.062517586479918,3.002396427480187,3.1262936739687612
Reference,Doses 1–2,0.24999999999999997,81,3.063297184257716,3.0033760739401427,3.127518526825161
Reference,Doses 1–2,0.24999999999999997,82,3.064097554300849,3.0041757621122773,3.1291624977163277
Reference,Doses 1–2,0.24999999999999997,83,3.0653889090111677,3.0047234792396127,3.1306205899093507
Reference,Doses 1–2,0.24999999999999997,84,3.06657292732529,3.0062319455080755,3.131806178153609
Reference,Doses 1–2,0.24999999999999997,85,3.0675764739151883,3.0076118537606304,3.1327945846951284
Reference,Doses 1–2,0.24999999999999997,86,3.068941905502115,3.0087965936067578,3.1347020060656208
Reference,Doses 1–2,0.24999999999999997,87,3.070958410289812,3.0105507689274686,3.1369843453312414
Reference,Doses 1–2,0.24999999999999997,88,3.070692039835605,3.0105032788105093,3.1378073352819302
Reference,Doses 1–2,0.24999999999999997,89,3.071099410765761,3.0101910407479107,3.1386547939193155
Reference,Doses 1–2,0.24999999999999997,90,3.072497669421155,3.0114042506093917,3.140470817253986
Reference,Doses 1–2,0.24999999999999997,91,3.0735745480821284,3.012265717687358,3.1418839749998804
Reference,Doses 1–2,0.24999999999999997,92,3.0753827684089265,3.01380354970261,3.1439435730978396
Reference,Doses 1–2,0.24999999999999997,93,3.077074359004341,3.0151964221043066,3.145398777675066
Reference,Doses 1–2,0.24999999999999997,94,3.0782998452867605,3.01641328401639,3.147157917046897
Reference,Doses 1–2,0.24999999999999997,95,3.079325977334387,3.0174747947826934,3.147989103970206
Reference,Doses 1–2,0.24999999999999997,96,3.081184989350226,3.0193676133891905,3.150221029279626
Reference,Doses 1–2,0.24999999999999997,97,3.081891489087876,3.01964624279125,3.1509958935587474
Reference,Doses 1–2,0.24999999999999997,98,3.082970528211223,3.02052938171486,3.1527834824084984
Reference,Doses 1–2,0.24999999999999997,99,3.083764867061847,3.0208543594372808,3.1532392541671808
Reference,Doses 1–2,0.24999999999999997,100,3.084863503783088,3.0215400582090557,3.1542130042406593
Reference,Doses 2–3,0.25,1,,,
Reference,Doses 2–3,0.25,2,,,
Reference,Doses 2–3,0.25,3,,,
Reference,Doses 2–3,0.25,4,2.7385872070541843,2.7385872070542034,2.7385872070542048
Reference,Doses 2–3,0.25,5,2.912355523960437,2.912355523960463,2.9123555239604637
Reference,Doses 2–3,0.25,6,3.040308869138548,3.0403088691384945,3.040308869138496
Reference,Doses 2–3,0.25,7,3.140987466856929,3.140987466856921,3.140987466856922
Reference,Doses 2–3,0.25,8,2.948899278645163,2.9351967572112025,2.963062091496857
Reference,Doses 2–3,0.25,9,2.851184954560642,2.8309688629916203,2.8724127520674934
Reference,Doses 2–3,0.25,10,2.767977153734686,2.743086824604687,2.7944901163345763
Reference,Doses 2–3,0.25,11,2.6947084060280777,2.6669344192780384,2.7236428369248555
Reference,Doses 2–3,0.25,12,2.6514880732106922,2.620584205914379,2.6838644926437527
Reference,Doses 2–3,0.25,13,2.596094582761341,2.5634387869088218,2.6303529426446675
Reference,Doses 2–3,0.25,14,2.5602121976859076,2.525686421218201,2.59627447939244
Reference,Doses 2–3,0.25,15,2.5296010982580617,2.4934418943737233,2.5693121270525574
Reference,Doses 2–3,0.25,16,2.4978860307164745,2.4588270550169637,2.53896220139925
Reference,Doses 2–3,0.25,17,2.4658609553653497,2.425573783227227,2.5074081410742326
Reference,Doses 2–3,0.25,18,2.4461687111659054,2.404623817276206,2.4902353686442633
Reference,Doses 2–3,0.25,19,2.416473597248083,2.3733105375160783,2.4606831732243206
Reference,Doses 2–3,0.25,20,2.392718495362989,2.348381609783884,2.4390690366517362
Reference,Doses 2–3,0.25,21,2.3770079839077543,2.332033779175622,2.4246713027039886
Reference,Doses 2–3,0.25,22,2.3568954114265868,2.309320780573449,2.4059100144740806
Reference,Doses 2–3,0.25,23,2.3446108730035053,2.2973686803767426,2.394214176716347
Reference,Doses 2–3,0.25,24,2.334408428386586,2.2855816966209903,2.3858884402008704
Reference,Doses 2–3,0.25,25,2.32430415434114,2.2746103626813707,2.377247870494605
Reference,Doses 2–3,0.25,26,2.3132800396478066,2.262550854409337,2.3667813238345463
Reference,Doses 2–3,0.25,27,2.305088762736534,2.2557118004899386,2.357957030971288
Reference,Doses 2–3,0.25,28,2.2985112327614217,2.248271929036422,2.351329051719014
Reference,Doses 2–3,0.25,29,2.291909813578753,2.2413379084041054,2.3470979426814527
Reference,Doses 2–3,0.25,30,2.2854748066731645,2.233288690783311,2.3417028923257583
Reference,Doses 2–3,0.25,31,2.2800486410342176,2.226867205876169,2.3362916150554445
Reference,Doses 2–3,0.25,32,2.27467780676865,2.220825772282635,2.3320244029703567
Reference,Doses 2–3,0.25,33,2.2692328476254744,2.2149478796379767,2.327171931621523
Reference,Doses 2–3,0.25,34,2.264858439682183,2.209489340055197,2.322975910488794
Reference,Doses 2–3,0.25,35,2.2620349422494774,2.2060826027504534,2.3206518416678685
Reference,Doses 2–3,0.25,36,2.258488662367041,2.2026792962384443,2.317717619008939
Reference,Doses 2–3,0.25,37,2.2540979464107225,2.1986522149090453,2.3140573625350362
Reference,Doses 2–3,0.25,38,2.25106686719567,2.1951302946551046,2.3108482651679396
Reference,Doses 2–3,0.25,39,2.2489033705471666,2.1926686160441435,2.3092336532450948
Reference,Doses 2–3,0.25,40,2.2460826481224063,2.1886404849000884,2.3081512154635426
Reference,Doses 2–3,0.25,41,2.2426764377282256,2.183699819453879,2.30663500896117
Reference,Doses 2–3,0.25,42,2.240988261505842,2.182240670405785,2.305115347976129
Reference,Doses 2–3,0.25,43,2.2386735295112445,2.179020862495991,2.3028634809269555
Reference,Doses 2–3,0.25,44,2.2372337486516054,2.178255132960652,2.301755545435693
Reference,Doses 2–3,0.25,45,2.2354958687236968,2.175360447629886,2.3008332695925064
Reference,Doses 2–3,0.25,46,2.231861203554417,2.170263351384679,2.2981266052606864
Reference,Doses 2–3,0.25,47,2.2290254913275707,2.1670667999601996,2.294393704057858
Reference,Doses 2–3,0.25,48,2.2264043266352176,2.164088658074997,2.2924223867491413
Reference,Doses 2–3,0.25,49,2.2237775940101994,2.1609132088412513,2.2901338483584426
Reference,Doses 2–3,0.25,50,2.221198014252088,2.1584039064334317,2.288064349416236
Reference,Doses 2–3,0.25,51,2.219284503791655,2.156306306952639,2.28693887530534
Reference,Doses 2–3,0.25,52,2.21770561447301,2.1544920355029076,2.2856264750581072
Reference,Doses 2–3,0.25,53,2.2160045261950176,2.152229848678935,2.2825567251656973
Reference,Doses 2–3,0.25,54,2.215237424965952,2.1507564896295257,2.2816882518180406
Reference,Doses 2–3,0.25,55,2.2141200002257007,2.149550726231375,2.2804675973459543
Reference,Doses 2–3,0.25,56,2.2134010793260774,2.14863657151799,2.2794627237254708
Reference,Doses 2–3,0.25,57,2.2120888104678733,2.146809052512539,2.278072768368903
Reference,Doses 2–3,0.25,58,2.211160549122075,2.14469069082321,2.2777763266852773
Reference,Doses 2–3,0.25,59,2.210277825837058,2.1431467710247145,2.2782319474330834
Reference,Doses 2–3,0.25,60,2.209762665195172,2.1422945615367603,2.2788823965950122
Reference,Doses 2–3,0.25,61,2.208972907518806,2.141477659729185,2.278925670593522
Reference,Doses 2–3,0.25,62,2.2086995985381095,2.141102738071144,2.2793993834665294
Reference,Doses 2–3,0.25,63,2.2083333763400286,2.140353484522561,2.278837906722086
Reference,Doses 2–3,0.25,64,2.20848705954346,2.1401802649651134,2.2788813476420544
Reference,Doses 2–3,0.25,65,2.207476893188804,2.1388933304971545,2.2786937082216143
Reference,Doses 2–3,0.25,66,2.20656987258878,2.137590677817549,2.278269486508107
Reference,Doses 2–3,0.25,67,2.205603891871112,2.13654715602001,2.277665444717022
Reference,Doses 2–3,0.25,68,2.205254585523061,2.135930720993656,2.2775132779760474
Reference,Doses 2–3,0.25,69,2.2052457150120275,2.1356104938196583,2.2773857817857435
Reference,Doses 2–3,0.25,70,2.203340060634135,2.133082650863474,2.2756088828165457
Reference,Doses 2–3,0.25,71,2.2035093144468676,2.133139067195416,2.275902733956504
Reference,Doses 2–3,0.25,72,2.203358585319237,2.1331970519822514,2.2756340697112396
Reference,Doses 2–3,0.25,73,2.2024353408379413,2.1323359477965274,2.2745397374937837
Reference,Doses 2–3,0.25,74,2.2014100265204206,2.130929581456649,2.273944761534671
Reference,Doses 2–3,0.25,75,2.2006896621046037,2.1297199497913826,2.2738718037997003
Reference,Doses 2–3,0.25,76,2.2000245291373695,2.128883044514882,2.2729710684279913
Reference,Doses 2–3,0.25,77,2.199430696618263,2.1280574593435007,2.27321967659752
Reference,Doses 2–3,0.25,78,2.199339657653507,2.1274622311638165,2.2737083800439724
Reference,Doses 2–3,0.25,79,2.1985687546430026,2.12658598342525,2.272527004789871
Reference,Doses 2–3,0.25,80,2.1979937327559393,2.125830250294614,2.2718939066593147
Reference,Doses 2–3,0.25,81,2.197198882973135,2.1242733138309746,2.2714775528874442
